article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
309864016,309864,Skinny Cheapo 89,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly and button, front and back pockets, and narrow hems."
310091014,310091,3P LS PJ with feet,295,Pyjama jumpsuit/playsuit,Nightwear,1010006,Dot,12,Light Beige,1,Dusty Light,11,Beige,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091017,310091,3P LS PJ with feet,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,72,Blue,7,Medium,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091018,310091,3P LS PJ with feet,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,91,Light Green,3,Light,19,Green,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091019,310091,3P LS PJ with feet,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,52,Pink,7,Medium,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091020,310091,3P LS PJ with feet,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091024,310091,3P LS PJ with feet,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091025,310091,3P LS PJ feet,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,41,Light Red,7,Medium,18,Red,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091032,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091033,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,92,Green,2,Medium Dusty,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091034,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091035,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091036,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091038,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091039,310091,3PACK LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091040,310091,3PACK LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,71,Light Blue,1,Dusty Light,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091041,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091042,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310091043,310091,3P LS PJ feet w zip,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
310365019,310365,RENEE REVERSABLE SCARF,80,Scarf,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Reversible scarf in a soft weave with different designs on the front and back, and fringes on the short sides. Size 72x210 cm."
311059018,311059,BEN fancy crewneck SB,252,Sweater,Garment Upper body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft sweatshirt fabric made from an organic cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
311059024,311059,BEN fancy crewneck SB,252,Sweater,Garment Upper body,1010001,All over pattern,92,Green,5,Bright,19,Green,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft sweatshirt fabric made from an organic cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
311059025,311059,BEN fancy crewneck SB,252,Sweater,Garment Upper body,1010005,Colour blocking,21,Light Yellow,5,Bright,8,Yellow,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft sweatshirt fabric made from an organic cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
311059026,311059,BEN fancy crewneck SB,252,Sweater,Garment Upper body,1010001,All over pattern,42,Red,7,Medium,18,Red,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft sweatshirt fabric made from an organic cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
311059028,311059,BEN fancy crewneck SB,252,Sweater,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft sweatshirt fabric made from an organic cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
311059029,311059,BEN fancy crewneck SB,252,Sweater,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft sweatshirt fabric made from an organic cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
311059031,311059,BEN fancy crewneck SB,252,Sweater,Garment Upper body,1010001,All over pattern,19,Greenish Khaki,4,Dark,20,Khaki green,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft sweatshirt fabric made from an organic cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
311059032,311059,BEN fancy crewneck SB,252,Sweater,Garment Upper body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft sweatshirt fabric made from an organic cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
312058003,312058,SS body girly with collar,256,Bodysuit,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Short-sleeved bodysuit in organic cotton jersey with a collar, short puff sleeves with scalloped edges, buttons at the neck and press-studs at the crotch."
312543001,312543,Biker Leggings (1),273,Leggings/Tights,Garment Lower body,1010018,Treatment,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Low-rise leggings in stretch imitation leather with quilted details on the knees. Fake pockets with decorative zips, and a visible zip fastening at the front."
312543004,312543,Biker Leggings (1),273,Leggings/Tights,Garment Lower body,1010018,Treatment,8,Dark Grey,4,Dark,12,Grey,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Low-rise leggings in stretch imitation leather with quilted details on the knees. Fake pockets with decorative zips, and a visible zip fastening at the front."
312543005,312543,Biker Leggings (1),273,Leggings/Tights,Garment Lower body,1010018,Treatment,43,Dark Red,4,Dark,18,Red,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Low-rise leggings in stretch imitation leather with quilted details on the knees. Fake pockets with decorative zips, and a visible zip fastening at the front."
312829006,312829,Cobra Tube.,80,Scarf,Accessories,1010020,Contrast,43,Dark Red,4,Dark,18,Red,3439,EQ & Special Collections,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Tube scarf in a soft knit. Width 60 cm, circumference 180 cm."
312829007,312829,Cobra Tube.,80,Scarf,Accessories,1010020,Contrast,9,Black,4,Dark,5,Black,3439,EQ & Special Collections,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Tube scarf in a soft knit. Width 60 cm, circumference 180 cm."
312829010,312829,Cobra Tube.,80,Scarf,Accessories,1010020,Contrast,9,Black,4,Dark,5,Black,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Tube scarf in a soft knit. Width 60 cm, circumference 180 cm."
312829011,312829,Cobra Tube.,80,Scarf,Accessories,1010020,Contrast,51,Light Pink,1,Dusty Light,4,Pink,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Tube scarf in a soft knit. Width 60 cm, circumference 180 cm."
312878001,312878,Pablo coat,263,Coat,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Coat in a woven wool blend with a hood and concealed press-studs down the front. Tie belt at the waist, side pockets and a single back vent. Lined. The wool content of the coat is recycled."
312878005,312878,Pablo coat,263,Coat,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Coat in a woven wool blend with a hood and concealed press-studs down the front. Tie belt at the waist, side pockets and a single back vent. Lined. The wool content of the coat is recycled."
312878010,312878,Pablo coat,263,Coat,Garment Upper body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Coat in a woven wool blend with a hood and concealed press-studs down the front. Tie belt at the waist, side pockets and a single back vent. Lined. The wool content of the coat is recycled."
315352006,315352,Edit dress (1),265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Dress in soft cotton jersey with 3/4-length sleeves, a seam at the waist and bell-shaped skirt."
315352008,315352,Edit dress (1),265,Dress,Garment Full body,1010001,All over pattern,43,Dark Red,4,Dark,18,Red,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Dress in soft cotton jersey with 3/4-length sleeves, a seam at the waist and bell-shaped skirt."
315497001,315497,Beanie Otto,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315497012,315497,Otto Beanie,75,Hat/beanie,Accessories,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315497016,315497,Otto Beanie,75,Hat/beanie,Accessories,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315497017,315497,Otto Beanie,75,Hat/beanie,Accessories,1010016,Solid,23,Dark Yellow,4,Dark,8,Yellow,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315497018,315497,Otto Beanie,75,Hat/beanie,Accessories,1010010,Melange,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315509001,315509,Scarf Wolf,80,Scarf,Accessories,1010016,Solid,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides. Size 50x180 cm.
315509020,315509,Scarf Wolf,80,Scarf,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides. Size 50x180 cm.
315509024,315509,Wolf Scarf,80,Scarf,Accessories,1010010,Melange,17,Yellowish Brown,2,Medium Dusty,13,Brown,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides. Size 50x180 cm.
315509032,315509,Wolf Scarf,80,Scarf,Accessories,1010010,Melange,19,Greenish Khaki,4,Dark,20,Khaki green,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides. Size 50x180 cm.
315509033,315509,Scarf Wolf,80,Scarf,Accessories,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides. Size 50x180 cm.
315509036,315509,Wolf Scarf,80,Scarf,Accessories,1010016,Solid,93,Dark Green,4,Dark,19,Green,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides. Size 50x180 cm.
315795001,315795,Braces Tweed 3-Clip,78,Other accessories,Accessories,1010013,Other pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Adjustable braces in herringbone-patterned elastic with metal fasteners and imitation leather details.
315795004,315795,Braces Tweed 3-Clip,78,Other accessories,Accessories,1010013,Other pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Adjustable braces in herringbone-patterned elastic with metal fasteners and imitation leather details.
315795005,315795,Braces Tweed 3-Clip,78,Other accessories,Accessories,1010013,Other pattern,7,Grey,2,Medium Dusty,12,Grey,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Adjustable braces in herringbone-patterned elastic with metal fasteners and imitation leather details.
315987003,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315987004,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010013,Other pattern,11,Off White,1,Dusty Light,9,White,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315987005,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315987014,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010016,Solid,23,Dark Yellow,4,Dark,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
315987015,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit."
316008005,316008,Salinas Scarf,80,Scarf,Accessories,1010001,All over pattern,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Scarf in a soft, patterned weave. Size 60x200 cm."
316085001,316085,Peggy polo,257,Polo shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted polo-neck top in ribbed jersey with long sleeves.
316085002,316085,Peggy polo,257,Polo shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted polo-neck top in ribbed jersey with long sleeves.
316085013,316085,Peggy polo,257,Polo shirt,Garment Upper body,1010017,Stripe,23,Dark Yellow,4,Dark,8,Yellow,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted polo-neck top in ribbed jersey with long sleeves.
316242054,316242,Victoria (1),272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Wide trousers in a cool weave with an elasticated waist, side pockets and tapered legs."
316242055,316242,Victoria (1),272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Wide trousers in a cool weave with an elasticated waist, side pockets and tapered legs."
316441001,316441,Lee (1),254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441005,316441,Lee (1),254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441006,316441,Lee,254,Top,Garment Upper body,1010017,Stripe,42,Red,5,Bright,18,Red,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441008,316441,Lee,254,Top,Garment Upper body,1010017,Stripe,93,Dark Green,4,Dark,19,Green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441011,316441,Lee (1),254,Top,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441012,316441,Lee,254,Top,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441015,316441,Lee,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441016,316441,Lee,254,Top,Garment Upper body,1010017,Stripe,42,Red,5,Bright,18,Red,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441023,316441,Lee (1),254,Top,Garment Upper body,1010010,Melange,72,Blue,2,Medium Dusty,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441024,316441,Lee (1),254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441025,316441,Lee (1),254,Top,Garment Upper body,1010010,Melange,43,Dark Red,4,Dark,18,Red,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441033,316441,Lee (1),254,Top,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441034,316441,Lee (1),254,Top,Garment Upper body,1010010,Melange,13,Beige,2,Medium Dusty,1,Mole,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441036,316441,Lee (1),254,Top,Garment Upper body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441038,316441,Lee (1),254,Top,Garment Upper body,1010010,Melange,72,Blue,2,Medium Dusty,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316441039,316441,Lee (1),254,Top,Garment Upper body,1010017,Stripe,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in soft jersey.
316471003,316471,Klein,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in sweatshirt fabric with ribbing at the cuffs and hem. Soft brushed inside.
316471020,316471,Klein,252,Sweater,Garment Upper body,1010010,Melange,31,Light Orange,1,Dusty Light,3,Orange,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved top in sweatshirt fabric with ribbing at the cuffs and hem. Soft brushed inside.
316553025,316553,Washington dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short jersey dress with narrow shoulder straps, a seam at the waist and bell-shaped skirt."
316553026,316553,Washington dress,265,Dress,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short jersey dress with narrow shoulder straps, a seam at the waist and bell-shaped skirt."
316553027,316553,Washington dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short jersey dress with narrow shoulder straps, a seam at the waist and bell-shaped skirt."
316553030,316553,Washington dress,265,Dress,Garment Full body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short jersey dress with narrow shoulder straps, a seam at the waist and bell-shaped skirt."
316657001,316657,Karenina Jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Biker jacket in imitation leather with a diagonal zip at the front, side pockets and ribbed jersey sections under the arms. Lined."
316657008,316657,Karenina Jacket,262,Jacket,Garment Upper body,1010016,Solid,7,Grey,2,Medium Dusty,-1,Unknown,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Biker jacket in imitation leather with a diagonal zip at the front, side pockets and ribbed jersey sections under the arms. Lined."
316657010,316657,Karenina Jacket,262,Jacket,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Biker jacket in imitation leather with a diagonal zip at the front, side pockets and ribbed jersey sections under the arms. Lined."
316657013,316657,Karenina Jacket,262,Jacket,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Biker jacket in imitation leather with a diagonal zip at the front, side pockets and ribbed jersey sections under the arms. Lined."
316657015,316657,Karenina Jacket,262,Jacket,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Biker jacket in imitation leather with a diagonal zip at the front, side pockets and ribbed jersey sections under the arms. Lined."
